"co1","so2","ozone"
0.0261978765688359,0.0606866046310917,0.00236068626115056
0.0427425973491813,0.0665509353618421,0.000932831910220172
0.0358540269515318,0.108972385173042,0.00400574783975216
0.0187624996765728,0.110042188409499,0.0048363903904929
0.00226764573029331,0.109113369261339,0.00508704488330719
-0.00719469202105064,0.0809964228259253,0.0050546439724522
-0.0289717130537309,0.0175947696694645,0.0051817682685097
-0.0363093268634848,-0.042767011649723,0.00383330687509033
-0.0625272512117184,-0.161826445795614,0.00274874586862643
-0.06399851055068,-0.168533904416038,0.000889351889165489
-0.0258519252518337,-0.204628414960616,-0.00105693140042957
0.000709594337376607,-0.0881831398838026,-0.00356812393800488
0.0302172535067232,-0.0566208930798662,-0.00453747471545559
0.0214109095208478,-0.0353712625685783,-0.00339108733431882
0.0364575882463652,0.000355892549023998,-0.00615355543986605
0.0614264280492731,-0.0275795155092104,-0.00718860505921273
0.0713656518584516,-0.0105741470344066,-0.00888277639811844
0.041724006839568,0.0623651096241142,-0.00488079631718203
-0.0233832446064771,0.0677023102601682,-0.000751570065436415
-0.0576258529561039,0.0442337018974047,0.0024099308482173
-0.0499762054469904,0.050953495898593,0.00203355095742089
-0.0734736614758369,0.0034281606763851,0.00210445379342578
-0.0504489235772297,-0.0180175059189286,0.00105559632215872
0.0230870530197044,-0.0292123947833968,-0.00201506170126802
0.0239357673730801,-0.0325506710337997,-0.00123651316729163
0.0193222722868532,0.072901102314179,0.00035387442326132
0.0175051331873882,0.115746360723013,0.001404834334317
-0.00392018452963006,0.115047264889786,0.00317561413324444
-0.00534462692766555,0.113255696648716,0.00335833627660786
-0.00494603678448124,0.0835419767824058,0.00330410563882826
-0.018739873803271,0.0188100670481892,0.00453197698120953
-0.0247258243270976,-0.0431321933156266,0.00429640550734671
-0.0352344428515193,-0.163545205018698,0.00224825429344168
-0.00940906089669549,-0.16986148136357,0.00142190559168799
-0.00193112867510686,-0.205790533137831,0.000576117444769864
0.0194340195411645,-0.0875632210320903,-0.00115201444235217
0.041177879424333,0.0437941065690398,-0.00331091332873352
0.0504417216377032,0.0638323883093654,-0.00532527279556155
0.0431405504235248,-0.00307725172436426,-0.00422287601296027
0.0509784620489048,-0.0365417673493382,-0.00639902014131952
0.0824025054675346,-0.0192999948901455,-0.00726576129564903
0.0511671080257028,0.0554404188361204,-0.0034566761086669
-0.00985830006009161,0.061344210651469,0.000387643865300429
-0.0303206502237985,0.0370688588089874,0.00231464040252811
-0.0613239682346174,0.0433435708407775,0.00372150003067855
-0.0341302843788261,-0.0029474663485913,0.00179832130122233
-0.0675564318680295,-0.0268843715364824,0.00150165666906671
-0.0310026322943058,-0.0368973552779413,0.00125877601138584
0.0207327833848724,-0.0417691762635068,-0.0012713197590881
0.0247363493338769,0.0632338505168694,-0.00197218193029333
0.0209047842986323,0.105578122797558,0.000839343828726512
0.0320259182825777,0.100876091043918,0.000288166651707351
0.0425542007440909,0.0959887760263384,-0.00285936688644886
0.0086960320931084,0.0624452850455306,-0.000197750583221822
-0.0134156168522748,-0.00619495297316989,-0.00225502579407207
-0.0453384290826689,-0.0734530793617394,-0.000770148328034535
-0.0562734634209925,-0.0987551250286693,-0.00216083924309002
-0.0502871618100968,-0.208215675504669,-0.00233309216084577
-0.0556135158411152,-0.247510069760164,0.00154261081252286
-0.0279614551384121,-0.129487892872444,0.000472784197205957
-0.0334988270966803,0.00127257634140316,0.00194647273489121
-0.0142487984711588,0.022144429382826,0.00136040075718469
-0.0189818194121277,0.0546429142698239,0.00291669676502077
-0.0273588357513698,0.01769421115017,0.00418849246473527
-0.0290756196709445,0.0368512403014209,0.00475838769226952
-0.00491873925868416,0.114193786929312,0.00108796649506424
0.0938579050924498,0.124834909370469,-0.00678318069290067
0.107893844018365,0.103926738224664,-0.00752094309553128
0.0779555913913159,0.113930292463449,-0.00876109851186622
0.169425936082642,0.271381586725447,-0.0102529041128583
0.155301067593167,-0.0494766160245971,-0.010902556651488
0.0480127160250942,-0.0513413336766054,0.00162629332183655
-0.0101665428870234,-0.0473896116021066,0.00380511817440165
-0.0212047092973532,0.0623926813674128,0.00374810948379311
-0.0155577188306956,0.111736134461631,0.00122113493372848
-0.00689589933758464,0.111856613423805,-0.000660386261734557
-0.0257440620355331,0.115865584232644,0.00292410470424725
-0.0399217075549295,0.0900683005498542,0.00236862900611213
-0.0585613343833203,-0.0694852398087009,0.00609562009494637
-0.0780231964478756,-0.12967766246725,0.00636458208767706
-0.089384591898731,-0.247837454154653,0.00465158061738329
-0.0662854136083518,-0.248945871181803,0.00328281987275124
-0.0411717570708478,-0.181068316478117,0.00305350189788824
-0.013206713794037,-0.0515103461982229,0.00278992916563506
0.00174455191379289,-0.0106165238031148,0.00107900058386584
0.00552508682908109,0.0167695173999426,0.000607336839983378
0.00152508785084779,0.0475722779758188,0.000671313561250091
0.00127483340751555,0.00418186143888896,0.00145425194093522
-0.0113122074060638,0.025617095700573,0.00152204875371897
-0.0336360306921104,0.00739696398368576,0.00344358750568296
-0.0694180627679193,0.0165493893296194,0.00516888364561264
-0.0245110877545915,-0.0186122543626198,-0.000665496690523831
0.0413055818369503,-0.0222878159784635,-0.00598248178621827
0.0223550045037743,-0.0792296530792877,-0.00445130230133788
-0.0251617302159707,-0.0160462070461042,0.00186135125729619
-0.0093568913413789,-0.132290616335825,0.00239070188637396
0.0110965962951589,-0.147630369317401,0.00161929389937166
0.00171728254911213,-0.0591436269487002,0.00557630220455706
-0.00245658645871075,-0.028875809830913,0.00508099086060523
